13.49394282,-25.05425252,-4.092957196
-2.165482053,-1.264132455,-23.68608742
-6.591094693,-8.922345341,-19.72441869
-6.371162216,-9.640913149,-46.36743345
42.47001512,-10.10470745,2.907175342
-48.29568365,-43.99912787,-27.3343181
19.57927801,38.68331116,-11.12612008
37.7825321,33.46440203,-8.818372618
26.10366164,9.493594766,35.31397171
4.335400432,-1.509353755,45.19694756
32.12573603,-5.273426771,-44.49984643
47.37561244,-26.41269183,-24.10234416
31.39410231,-25.78425502,9.858516938
-16.23289288,47.44737558,-34.78219413
-44.62358506,26.79783005,2.875485326
-1.147432846,-5.893347668,3.870440248
-9.1198192,38.87920795,16.74617048
-45.01067124,-49.7228959,22.02947551
30.09103156,42.30507306,-1.678893941
-12.22520251,37.50333128,45.07515266
23.75248642,-19.28788493,9.47523798
27.70956498,-3.175495054,-47.21230914
8.133508805,25.54503889,15.58019983
6.983307526,-24.55455774,-36.58063493
42.58114585,15.21424696,-48.20910508
-15.26455399,-37.38615832,-39.92890378
49.04733801,-27.30464748,13.7363008
3.803088661,25.6990855,27.23854453
39.31305316,-46.74755082,-1.877641177
7.58841182,32.34319612,-42.21358381
-12.72482487,-24.28240593,35.26927355
-45.34878905,5.993916491,-40.49898834
29.82984465,-26.04872202,11.46191209
-43.54370433,-14.76773568,23.88907212
22.99591215,8.891374249,13.83911319
-40.39254946,-42.32821346,24.21434638
46.41851184,0.439092286,-4.917292831
25.90513568,-23.93483835,3.473158386
-38.57632238,25.91014992,11.88728612
-20.79596091,0.235898571,-5.675451408
-42.06081004,-3.940130664,-19.98838979
-37.04052299,43.44021149,-30.46941484
-19.89083336,-9.091332189,0.61354298
28.59968421,13.07011075,-18.79409721
46.7635134,25.13668982,-34.36367616
39.21153562,43.72393355,-20.6684835
39.80484257,48.64034047,-13.77942553
3.694369764,13.26070755,-38.42153006
16.12274598,-38.00081042,-34.65013099
-4.069611639,13.68365709,43.57172016
-10.34636599,45.81737839,-6.158969739
-3.926659613,-20.85729002,-20.6369133
23.23282851,-20.07161896,46.50119061
31.80419847,40.05990812,49.51996069
-22.62140352,-22.47773135,-31.4319306
-34.39432104,44.29706185,19.74184028
-47.79012555,23.50549987,17.70934508
7.873450205,-5.537579164,16.03498697
18.41334947,-27.00088749,12.40385494
18.38388672,-28.01316285,-27.57488712
-25.9585384,-27.92181821,-31.19507531
38.61418201,42.61920342,15.75568074
11.88086517,-4.162579321,2.524275014
-34.60557332,-2.263687598,41.13350836
-45.29668841,29.03401489,-0.748478307
30.02100922,11.61346446,40.85382074
-10.68836816,2.444583047,-30.88108853
-34.08234905,47.46522126,-17.17213817
-27.12535051,-23.45468622,-26.20993244
