0.17022,0.54147
0.17476,0.62947
0.8147,0.88533
0.87003,0.45869
0.46935,0.70911
0.87223,0.38724
0.18653,0.78759
0.072166,0.26169
0.80976,0.76844
0.95483,0.2408
0.48177,0.20795
0.71138,0.70402
0.79582,0.52242
0.33568,0.44992
0.72071,0.006331
0.055608,0.50272
0.20986,0.36199
0.6256,0.61833
0.81687,0.33585
0.39275,0.076767
0.98276,0.12717
0.92779,0.64361
0.96711,0.43461
0.37476,0.25699
0.23347,0.63571
0.68884,0.63667
0.2196,0.82939
0.90205,0.25896
0.50342,0.2958
0.43595,0.21282
0.5008,0.44083
0.876,0.68985
0.75639,0.40689
0.90771,0.96903
0.48233,0.058727
0.52839,0.36715
0.57873,0.54825
0.87571,0.0025318
0.16651,0.0060502
0.7209,0.87316
0.014457,0.94275
0.79523,0.28414
0.58846,0.57664
0.78639,0.91772
0.2161,0.60703
0.25903,0.53218
0.7125,0.96364
0.97194,0.88221
0.92616,0.23707
0.99742,0.21405
0.97744,0.10523
0.36568,0.4821
0.0055211,0.80161
0.83812,0.43384
0.53901,0.40999
0.90795,0.60484
0.074773,0.38222
0.89868,0.015202
0.28505,0.078749
0.5716,0.37877
0.071781,0.32268
0.84902,0.30372
0.58293,0.33328
0.42588,0.30658
0.81718,0.20387
0.5873,0.42639
0.36282,0.52404
0.21396,0.68085
0.72644,0.20801
0.7973,0.97805
0.7613,0.70313
0.13899,0.84528
0.68481,0.24431
0.51891,0.8994
0.40112,0.69701
0.29758,0.20114
0.93502,0.9037
0.82123,0.95633
0.54792,0.38853
0.9004,0.66607
0.36264,0.46546
0.90788,0.94546
0.83826,0.35763
0.32362,0.80459
0.84241,0.45005
0.87379,0.040747
0.36594,0.79302
0.79425,0.53737
0.50428,0.48319
0.37154,0.80071
0.15411,0.0079143
0.89495,0.54795
0.77356,0.18397
0.33368,0.75744
0.0099357,0.027871
0.22734,0.33865
0.40638,0.76841
0.60931,0.77745
0.25092,0.13694
0.84368,0.81671
0.79195,0.95461
0.21545,0.45711
0.39078,0.42858
0.85909,0.88495
0.89803,0.62627
0.81397,0.2699
0.84115,0.38515
0.98348,0.57215
0.44749,0.31787
0.93635,0.095566
0.96709,0.15622
0.2554,0.55412
0.49136,0.48347
0.50795,0.54297
0.47628,0.040144
0.3068,0.12245
0.14252,0.87119
0.69712,0.066338
0.78805,0.11375
0.37501,0.4231
0.21484,0.52342
0.15027,0.050296
0.69434,0.38743
0.016581,0.39767
0.19553,0.6463
0.94054,0.40932
0.98143,0.36986
0.25991,0.92213
0.11958,0.54675
0.71498,0.67289
0.8098,0.91119
0.16383,0.90581
0.53653,0.48924
0.53429,0.88618
0.020469,0.71667
0.33244,0.2235
0.22658,0.52987
0.70577,0.39065
0.060017,0.93425
0.19603,0.66732
0.1968,0.67247
0.98083,0.90733
0.68529,0.0031744
0.3469,0.70678
0.2127,0.76826
0.53066,0.48228
0.24318,0.054779
0.35258,0.46939
0.39881,0.71154
0.85604,0.45841
0.94065,0.30702
0.1681,0.35192
0.22791,0.9343
0.18434,0.5368
0.8253,0.93537
0.36029,0.054281
0.62286,0.61195
0.080839,0.11747
0.23148,0.59931
0.78691,0.4805
0.49823,0.80917
0.51988,0.21199
0.33824,0.85724
0.19516,0.29974
0.60898,0.78656
0.32846,0.82246
0.4827,0.085845
0.97992,0.070986
0.22934,0.71342
0.9462,0.46515
0.91639,0.022345
0.78629,0.84001
0.86248,0.14809
0.86622,0.73744
0.56359,0.23482
0.86507,0.77556
0.4672,0.92183
0.47177,0.067169
0.72788,0.576
0.92662,0.52608
0.3047,0.9443
0.12407,0.82688
0.10054,0.050626
0.1782,0.8622
0.2531,0.92135
0.14211,0.019578
0.88268,0.64686
0.72564,0.60085
0.67275,0.032388
0.92082,0.49201
0.70557,0.20828
0.1669,0.90932
0.6714,0.2139
0.64929,0.6357
0.79459,0.79774
0.93182,0.15837
0.95986,0.1812
0.39672,0.3055
0.55559,0.4077
0.68586,0.53529
0.85344,0.070529
0.052346,0.72862
0.69248,0.38973
0.40038,0.27929
0.87069,0.51057
0.29004,0.82716
0.58991,0.49442
0.57156,0.85153
0.36228,0.98341
0.60638,0.059647
0.11913,0.28339
0.10948,0.9896
0.82609,0.50675
0.83429,0.089707
0.63716,0.51739
0.65393,0.31605
0.19569,0.60843
0.33257,0.83917
0.62751,0.085123
0.66023,0.8748
0.35672,0.49254
0.92934,0.6402
0.71315,0.67486
0.66862,0.16455
0.73613,0.56171
0.055695,0.0099779
0.33952,0.52363
0.92671,0.29552
0.95323,0.8031
0.9009,0.86931
0.82515,0.3327
0.58538,0.8548
0.14026,0.46692
0.72481,0.80381
0.91429,0.97708
0.53182,0.46686
0.57707,0.16085
0.089634,0.36288
0.8206,0.30533
0.14821,0.19202
0.79203,0.80596
0.4521,0.24394
0.028283,0.1321
0.4055,0.016888
0.82439,0.49029
0.67843,0.40095
0.52912,0.32263
0.7815,0.35316
0.20786,0.3065
0.17679,0.51878
0.38743,0.9476
0.77036,0.19005
0.96948,0.58906
0.12933,0.47574
0.53464,0.67702
0.47716,0.18589
0.95561,0.028058
0.37532,0.89598
0.43768,0.80565
0.20358,0.64577
0.41055,0.088091
0.25471,0.50812
0.33116,0.94462
0.78508,0.66766
0.6275,0.69271
0.39324,0.83945
0.03771,0.72963
0.3681,0.13588
0.80709,0.77104
0.50574,0.9947
0.10043,0.44078
0.12884,0.087452
0.96795,0.80651
0.31585,0.36036
0.86376,0.4904
0.62095,0.54661
0.4727,0.40543
0.75245,0.014306
0.081857,0.86696
0.26929,0.67166
0.14503,0.64414
0.96579,0.26773
0.78575,0.095605
0.68657,0.83284
0.52793,0.059476
0.714,0.033592
0.05363,0.27091
0.10404,0.58966
0.31148,0.1356
0.84345,0.13033
0.73894,0.18079
0.32817,0.53836
0.24121,0.76656
0.16805,0.66288
0.028059,0.86735
0.32347,0.13214
0.97137,0.17083
0.055527,0.27179
0.17204,0.22041
0.65438,0.31203
0.67963,0.569
0.45999,0.80104
0.64766,0.24128
0.80099,0.78202
0.83371,0.14611
0.9293,0.34055
0.10116,0.37316
0.79719,0.65306
0.42798,0.95003
0.98418,0.32393
0.40943,0.10203
0.045953,0.29153
0.82969,0.17953
0.35066,0.21488
0.13771,0.63555
0.74397,0.36549
0.98822,0.14718
0.63926,0.69625
0.2549,0.26667
